id,episode_id,index,text
Recap:Episode:Circus_4,Episode:Circus,4,"Back to Winton, he looks up from his lie-down pose and sees a more exciting game from afar. He looks around, and when Hercules doesn't seem to look, jets off to Bluey and her friends. Just in time, Bluey is figuring out the next act and with her friends' permission allows him to take part. Bluey needs a muscleman, but Winton insists on being a clown. Bluey allows it nonetheless, and the friends are fine with it."
Recap:Episode:Circus_5,Episode:Circus,5,"It doesn't take long for Hercules to realize his jump is missing. He sets his sight on the bunch of friends playing ""Circus""."
Recap:Episode:Circus_6,Episode:Circus,6,"Back in the circus, Mackenzie does a trick involving a treat on the lion's nose; it also involves snatching it for himself, much to the friends' surprise and horror, as well as the lion's anger as she runs away with the lion tamer having to chase her. Bluey tells Coco to keep the audience occupied, with the latter commenting that Mackenzie should have been nice to the lion."
Recap:Episode:Circus_7,Episode:Circus,7,"Hercules finally gets to Winton. Unamused by the fact that his jump is now a clown, he angrily demands to play with them. Coco tells him to ask for Bluey's permission since she's the circus ringmaster, but Hercules demands that he's playing, and that they're playing ""Motorbike"" not ""Circus"" with the rest of the kids being his jumps. Bingo complains against his insistence, but the other kids give in anyway."
Recap:Episode:Circus_8,Episode:Circus,8,"The lion problem is still left unsorted as Mackenzie tries to lure his pet back, only to be pounced by Honey. In the meantime, the kids get bored pretty quickly as the jumps. Winton suggests running away, but Bingo has another plan. She stands up and tells stops Hercules. She tells him that if he wants to play, he has to play their game, otherwise he can't play. Hercules insists that he can't be told what to do, but Bingo objects because they were  playing first. He answers this by letting out a loud, annoying raspberry, much to the other kids' discomfort."
Recap:Episode:Circus_9,Episode:Circus,9,"Bluey decides that the lion issue needs help so she returns to her circus and finds her friends in a tough situation. Bingo tells her that meanie Hercules doesn't want to do what Bingo tells him. But Bluey sees something else. She calms him down and tells him that he's just in time; they need a muscleman to help the lion tamer. He is equally mad on the lion situation anyway, so he follows Bluey."
Recap:Episode:Circus_10,Episode:Circus,10,"He gets to Honey and Mackenzie and separates them both. Mackenzie insults Honey, ""you meanie lion!"" Honey reacts sadly and looks helplessly at her savior. Compelled, Hercules puts Honey down, assuring her that she's a good little lion. As for Mackenzie, just after calling him out for being a meanie, with Coco's resounding ""yes"", Hercules lifts Mackenzie in the air and spins him around. The kids are amused and laugh at his fate, with his excuse to Hercules is him just pretending. Bluey gets another attraction: Hercules the muscleman! A ""yay"" from the audience Bingo."
Recap:Episode:Circus_11,Episode:Circus,11,"Eventually, they all decide to play ""Motorbikes"". While the other kids are speeding off as motorbikes, Coco offers the dizzy Mackenzie to be the jumps. He accepts with relief and lies down next to her."
Recap:Episode:Circus_12,Episode:Circus,12,"Later, the Heelers walk home with sausages on the kids' hands. Bandit tells Bingo to pick up her dropped napkin, which she does. Bluey tells that she has sauce on her fingers, and asks her mum if she can wipe it on her fur. Chilli allows it: ""It's a free country."""
Recap:Episode:Caf%C3%A9_0,Episode:Caf%C3%A9,0,"Dad takes Bluey to the playground, where she meets and quickly befriends another girl named Winnie. The two decide to play together, but needing customers for their game of Café, they enlist their respective dads. Bandit and Winnie’s father, Fido, cooperate reluctantly, being rather more hesitant in getting to know one another than their daughters. Winnie wants to have Bluey and Bandit over for breakfast, but both Bandit and Fido gently dismiss the idea."
Recap:Episode:Caf%C3%A9_1,Episode:Caf%C3%A9,1,"Over breakfast, Bluey tells Mum all about the experience, and asks Dad if he’s become friends with Fido. Bandit is unsure, and tells Bluey that grownups take longer to make friends. On another playground outing, Bandit and Fido begin to bond, discovering shared opinions. The pair also prove to have similar senses of fun, defying Bluey and Winnie by eating “sugar packets” and then fleeing their irate daughters through the playground."
Recap:Episode:Caf%C3%A9_2,Episode:Caf%C3%A9,2,"Bluey and Bandit recount their fun at breakfast, but Bandit remains unsure whether he and Fido are friends. Bingo, enjoying the account, decides to get up early and accompany Dad and Bluey. Unfortunately, she decides not to take part in Bluey and Winnie’s game after a while and pulls her Dad away, leaving him disappointed. At breakfast, Bluey once again questions how long it will take for Dad and Fido to be friends. The next day Bingo sleeps in as usual, and Bandit anticipates being able to return to their old routine."
Recap:Episode:Postman_0,Episode:Postman,0,"Bluey tells her that it's her 'letterbox' Bluey then gives Bandit, who is hammering nails in, his letterbox, and tells him that it's his letterbox. Bluey gives him letter writing things, and introduces herself as the postie. Bandit tells her that it's great, and he continues hammering the nails in. Bluey clears her throat to get his attention, which it does. Bluey tells him that he has to write a letter. He asks her who he should write it to, but the only other person with a 'letterbox' is Mum."
Recap:Episode:Postman_1,Episode:Postman,1,"Bandit says he should write one to Mum then. Bluey tells him to write that the two aren't enemies, Bandit is confused, and says that they aren't enemies, but Bluey tells him to put it in the letter. Bandit tells her that they were just having a discussion, but Bluey won't believe that, and she says it was a 'squabble'. Bandit tells her that it maybe was, but they still love each other. Bluey thinks that people shouldn't squabble. Bandit says that she's probably right, but it's good to get to the bottom of things."
Recap:Episode:Postman_2,Episode:Postman,2,"Bluey says that she won't squabble with anyone, Bandit says that it's fair enough. Bandit finishes writing his letter, and puts it in the mailbox. Bluey thanks him, and she grabs the envelope. She opens it and reads the letter Bandit wrote to Chilli. Bandit asks if she's reading his mail, but Bluey sees the letter, and it's a love heart. Bluey then leaves with her postie bike and Bandit's letter. She rides her bike into the sitting room, where Bingo tells her she's in the lava. Bluey is confused, as she doesn't remember playing Grounds Lava. Bingo tells her that the two are playing Grounds Lava, she then asks if Bluey remembers. Bluey then remembers, but she tells Bingo she can't, because she's playing Postman. Bingo then gets sad, and tells her that she always says she'll play with her, but then she doesn't. Bluey denies this, but Bingo denies it back."
Recap:Episode:Postman_3,Episode:Postman,3,"Bluey denies it one more time before realizing the two are squabbling. Bluey then tells Bingo that they can play both games at the same time. Bingo thanks Bluey, as she's now playing Grounds Lava. Bluey then realizes not squabbling is easy. The title car shows again, but this time with the postie bike. The title card cuts and Bluey tells Bingo they need to get to the top deck, so she can deliver the letter to Mum. Bluey grunts as she jumps to the couch, and Bingo tells her they have to do it without touching the lava."
Recap:Episode:Postman_4,Episode:Postman,4,"Bluey tells Bingo to help her with the bike, because she needs her bike. Bingo grabs it and tells her that it's too heavy, and she asks if they can leave it there, on the couch. Bluey then tells her that she can't be a postie without a motorbike. They get onto a cart, and drive to the wall. The two are squabbling about if posties have motorbikes, and Bingo tells her that Postie Petunia doesn't have a motorbike, but she's not real, said by Bluey. Bingo thinks that Postie Petunia is real, since she's on TV. Bluey is about to say she isn't again, but then she asks if it's a squabble, which Bingo says it is. Bluey says that they have to stop it, cause Bluey's not squabbling again. Bluey then says Bingo has to agree with her on everything. Bingo does, and so now it will be easy for Bluey. Bluey tells her to grab her bike, and Bingo does, cause posties have motorbikes. Bluey then says that she thinks she can reach the bottom step of the stairs, but Bingo says that the stairs are lava too."
Recap:Episode:Postman_5,Episode:Postman,5,"This shocks Bluey, as Bluey doesn't know how to get up to reach Mum. Bingo says that it's a lava waterfall. Bluey is confused, because Mum's upstairs. She then says she's making the steps not lava. Bingo thinks it's not fair, but Bluey tells her she has to agree with her on everything. Bingo thinks that Bluey should agree with her. Bluey doesn't agree with that, but Bingo does. Bluey says she doesn't again, but Bingo tells her that the two are squabbling. Bluey then realizes, and asks how they'll get up. Bluey will agree with Bingo on everything from now on. The steps are lava. Bluey asks how she's going to get upstairs, and Bingo tells her by using 'stepping stones'. The two are using the books to get up, and the reach upstairs. Bluey jumps into a room, and she says that it's a good thing that they left their stuff on the ground. Bingo comes in, and Bluey wants to go a different way to the kitchen, and not the way Bingo wants to go. Bingo wants to go on the couches, but Bluey doesn't cause it's the 'long way'. Bingo asks ""So?"" but Bluey says theres no time, and she needs to deliver the letter to Mum now. Bingo says that the couch way is more fun, and that Bluey has to agree with her, but Bluey says that she should agree with herself, and Bingo should agree with her. The two then go on the ways, The two are making their way closer to the kitchen, until they both get stuck. Bluey spots a lava boat, and Bingo asks how the two will get to it. Bluey uses the wall as a boost to get her bike to reach the lava boat, and she succeeds."
Recap:Episode:Postman_6,Episode:Postman,6,"Bingo then says that Posties DO need motorbikes. Bluey then says that they should agree with eachother on everything. Bingo then agrees. The two are sitting on the lava boat, going past the kitchen, and reaching the top deck. The eventually reach the top deck, but they can't get over the 'thing', so they use a stepping stone. Bluey then delivers Mum her mail, but Mum isn't seen. Mum is laying in the yard, listening to music. They took too long. Bluey says she'll never get her letter, and Bingo asks why she wants to deliver the letter so bad. Bluey tells her if she doesn't, the parents will be enemies forever. Bingo is shocked, and Bluey tells her that's why she didn't want to play Grounds Lava. Bingo asks her why she did, band Bluey says it's because Bingo always cries when she doesn't play with her. Bingo says it's because Bluey promises to play with her, but then she doesn't. Bluey says its cause she had a reason, but Bingo says she didn't tell her the reason, and it's because Bluey didn't want to upset Bingo."
Recap:Episode:The_Quiet_Game_0,Episode:The_Quiet_Game,0,"Bandit takes the girls to the store, amusing himself with some aspects of the quiet game. At the same time, a nervous young employee named Alfie is dropped off for his first day of work. Bandit’s efforts to stop or even pause the game prove fruitless, and he winds up resorting to interpreting the girls’ charades. His initial misunderstanding leads him to send Alfie off on a search for a nonexistent toy. Finally he determines that Muffin wants another Moonlight Unicorn toy, but has no idea which one to get her."
Recap:Episode:The_Quiet_Game_1,Episode:The_Quiet_Game,1,"Dad tries to convince himself that it won’t matter if Muffin gets a duplicate toy, but another charade from the girls reminds him of his niece’s volatile temper. Returning to the display, he is unable to decipher their new actions. Alfie returns at this point, and Bandit pleads with him to help figure it out. Determined to be helpful, Alfie carefully considers their pantomime as a small crowd of onlookers is drawn in. Eventually he is able to guess what they are trying to say."
Recap:Episode:Mr_Monkeyjocks_0,Episode:Mr_Monkeyjocks,0,"Bluey is going through a toy catalog, circling items she wants in a red marker, when Bandit comes in with an armload of toys to put away, stepping on a toy echidna. Bingo comes in and ays she's bored, and bandit exclaims ""How can you be bored with this many toys!"" He complains about the kids not putting their toys away, and Bluey responds by asking him to buy more stuff, including a TommyTeddy, Starlight Unicorse and a rainbow Boobear. He refuses, and goes to put a basket of toys in the cupboard — and gets buried in an avalanche of toys.  He declares it's time for a chuck-out."
Recap:Episode:Mr_Monkeyjocks_1,Episode:Mr_Monkeyjocks,1,"Bandit and Chilli set up a pair of baskets ('keep' and 'chuck') and a pile of toys to sort through.  Every single toy ends up in the 'keep' basket, but there are two toys that remained in chuck for a bit, including a banana and a giraffe. at the end, only Mr Monkeyjocks, a monkey wearing jocks, is left in the ""chuck"" basket.  Bandit complains that they never play with him, so they better show him that Mr Monkeyjocks is special if they want to keep him.  Chilli comments that he's going to regret that."
Recap:Episode:Mr_Monkeyjocks_2,Episode:Mr_Monkeyjocks,2,"The kids replace Bandit with Mr Monkeyjocks - he reads Bandit's paper, takes his place at the breakfast table.  They bring him with them to an indoor playground, and they have him shoot Bandit with a ball cannon.  On the way back home, Bandit ""lets him drive"".  Arriving home, Bandit finds that Mr Monkeyjocks has take his sunglasses - and somehow married Chilli."
Recap:Episode:Mr_Monkeyjocks_3,Episode:Mr_Monkeyjocks,3,"Bandit asks what he's supposed to do about all this - and Bluey suggests he can be Mr Monkeyjocks' butler. Bandit then walks off, cackling evily to himself after ""listening"" to what Mr Monkeyjocks has to say.  Chilli remarks that Bluey is going to regret making Bandit the butler."
Recap:Episode:Mr_Monkeyjocks_4,Episode:Mr_Monkeyjocks,4,"Bandit turns the tables on Bluey - Mr Monkeyjocks takes over the kids' room and replaces Blueys beds covers, replacing the yellow case patterned with bones, to a green case patterned with bananas, and takes the other toys' clothes, including Chutney Chimps suit and Lady Sparklehounds hat.  Bluey, fed up, says that somebody should find somewhere else to live.  Mr Monkeyjocks kicks the kids out of the house.  Chilli dares to question him, asking if he was being harsh — and he kicks her out, too."
Recap:Episode:Mr_Monkeyjocks_5,Episode:Mr_Monkeyjocks,5,"Chili and the kids sit on the front stes and talk about what a cheeky monkey he is, before deciding to ask if they can sleep in the backyard. They find that Mr Monkeyjocks has gone mad with power, and is having Bandit put all the toys in the 'chuck' basket, excluding himself, of course. His head then droops and Bluey says he looks a bit bored"
Recap:Episode:Mr_Monkeyjocks_6,Episode:Mr_Monkeyjocks,6,"The kids ""listen"" to him, and it turns out, Mr Monkeyjocks has come to the conclusion that ""when you get everything you want, nothing is special anymore"".  What he wants now, is a chance to make someone else feel special."
Recap:Episode:Mr_Monkeyjocks_7,Episode:Mr_Monkeyjocks,7,"They take another shot at the chuck-out, and this time, some toys actually do end up getting donated.  The episode ends with a kid in the hospital, overjoyed to receive Mr Monkeyjocks as gift from his mum."
Recap:Episode:Double_Babysitter_0,Episode:Double_Babysitter,0,"The episode opens with a doorbell at the front door of the Heelers' house. It's Uncle Rad who then does a small trick: as Bingo answers the door and finds nobody there, he surprises her from the armchair he hid behind earlier. After playing around with the kids, which involves apparently mistaking Bingo for Bluey and having to be corrected that the latter is a girl, he confirms the kids that he will be putting them to bed tonight. Bluey is not happy about this fact, but just as his Uncle Rad assures her, Frisky, Bluey's godmother, arrives at the front door."
Recap:Episode:Double_Babysitter_1,Episode:Double_Babysitter,1,"The two lock eyes briefly, with Rad seeming stunned while Frisky seems amused. It turns out that she has not gotten the message that Uncle Rad called in the last minute asking to babysit. However, just as she is about to leave after realizing the mistake, the kids insist that she stay. The girls plead for both her and Rad to babysit them, to which the latter agrees."
Recap:Episode:Double_Babysitter_2,Episode:Double_Babysitter,2,"The babysitters and the kids give the parents a goodbye as they leave, and Bluey only lets out a sad ""bye"". When asked why she isn't keen on babysitter putdowns, she says that she had one before and didn't like it, and says it's just too ""different"". Her uncle assures her that this putdown will be the same as how her parents do it, although Bluey argues that she doesn't know them as well as her parents. However, Rad and Frisky state that that is why they need to know them better, with a game of 20 questions."
Recap:Episode:Double_Babysitter_3,Episode:Double_Babysitter,3,"The game leads Rad and Frisky to discover that they have some things in common (namely they both use almond milk shampoo and both hope to have children), but also leads to some embarrassment. After the girls question why Rad isn’t married, and learn that Frisky is no longer with her old boyfriend, Rad suggests that they play a backyard game. However, he is utterly baffled when they rattle off the names of several of their usual games. This time Frisky comes to his rescue, grabbing his keys so the girls can use them in a game of ""torch mouse""."
Recap:Episode:Double_Babysitter_4,Episode:Double_Babysitter,4,"After the adults play the part of cats for a bit, it’s time for the girls to clean their teeth. Bluey still isn’t sure about babysitter putdowns, so Rad decides to help her. Holding her upside down so she can stand on the ceiling, he demonstrates that strange experiences can become enjoyable if you give them time. Bingo soon wants in on the fun, but Frisky isn’t quite as strong as Rad and falls down."
Recap:Episode:Double_Babysitter_5,Episode:Double_Babysitter,5,"Next comes story time, with Rad playing the part of a dragon-punching prince. However, the princess Frisky isn’t interested in being rescued. When asked why, she claims that the prince will probably go looking for another princess the next chance he gets. When Rad offers to “wake up” the dragon, though, she changes her tune."
Recap:Episode:Double_Babysitter_6,Episode:Double_Babysitter,6,"She attempts to finish the story with the prince having saved the princess, but the girls insist that the characters get married, a development that quite pleases Uncle Rad. Bingo soon drops off to sleep, but Bluey surprises Frisky by asking if she plans to watch TV after Bluey goes to bed. Rad, overhearing this, realizes that his mom must have been the last babysitter to put Bluey and Bingo down at night. Chris' poor hearing and her choice of programming scared Bluey, thus leading to her current dislike of babysitter putdowns."
Recap:Episode:Double_Babysitter_7,Episode:Double_Babysitter,7,"Frisky encourages her to give it another try, and Bluey agrees, settling down to sleep holding Frisky’s hand. She wakes up during the night, and finds that Rad and Frisky have gone outside. Not only are they not watching loud and scary TV, but Frisky seems to have taken her own advice about not letting a past bad experience hold her back anymore. After briefly listening to the pair talking about their common favorite shampoo, Bluey happily returns to bed."
Recap:Episode:Bad_Mood_0,Episode:Bad_Mood,0,"Bingo hides behind a chair in the sunroom, hoping to eat a biscuit she's pilfered.  Chilli, who has been watching all this through the window, calls her out on it—she's being ""a bit of a cheeky kid today.""  Bingo takes this as a judgement on her moral character and goes off to her room to sulk.  There, under the bed, she spots a horned helmet, which cheers her up immediately.  She takes it to Bandit—it's time to play Bad Mood."
Recap:Episode:Bad_Mood_1,Episode:Bad_Mood,1,"Bandit, wearing the helmet, has Bingo stand on his feet as he ""controls"" her to knock stuff over.  Bad Mood Bingo leaves a trail of destruction through the playroom and Chilli's washing, which Bingo finds hilarious.  Bluey knows what to do — they have to cheer Bingo up."
Recap:Episode:Bad_Mood_2,Episode:Bad_Mood,2,"Bad Mood Bingo goes to watch the cricket, and Bluey confiscates the remote.  Then, she goes to get a chocolate bar out of the fridge, and Bluey confiscates that, too.  Bluey convinces Bingo to try sitting in her relaxer chair and try some deep breaths—but Bandit won't stop fidgeting, and eventually storms out."
Recap:Episode:Bad_Mood_3,Episode:Bad_Mood,3,Bluey then suggests drawing.  She draws a unicorn to demonstrate—and Bad Mood Bingo adds an angry face and pile of poop.  Then they ball up the drawing and storm out again.
Recap:Episode:Bad_Mood_4,Episode:Bad_Mood,4,"Bad Mood Bingo is unrolling all the toilet paper in the bathroom, when Bluey ambushes them with a boombox playing the lollipop song.  Bluey dances, and encourages Bingo to dance along.  Bingo tries, but can't break free of her bad mood.  Bluey turns up the music, which prompts Bandit to cover his ears.  Bluey and Bingo make a break for it, running down the hallway.  Bluey tries to turn it into a game of hide and seek, but Bingo turns around, and voluntarily returns to Bandit, re-forming Bad Mood Bingo."
Recap:Episode:Bad_Mood_5,Episode:Bad_Mood,5,Bluey retreats to ask Chilli for advice—Chilli supposes that she must like being in a bad mood.
Recap:Episode:Bad_Mood_6,Episode:Bad_Mood,6,"Bluey comes up with a plan—she makes a clay house to serve as bait, and when Bad Mood Bingo tries to squash it, she takes off with it in the pedal car.  When Bandit gets tired and has a lay down, Bluey swoops in, grabs Bingo, and hands her over to Chilli, who is wearing a sun hat.  She's a Good Mood.  Good Mood Bingo goes around hugging trees, gnomes, and pedal cars.  Bingo suggests giving the Bad Mood a hug - after all, ""he's not bad, he's just behaving bad.""  The helmet falls off as he smiles."
Recap:Episode:Bin_Night_0,Episode:Bin_Night,0,"Bandit, Bluey, and Bingo are taking out the garbage.  Bandit uses the wheelie bins as puppets to make it fun for the kids.  They have a brief conversation with their neighbour Doreen, then head in.  In the morning, Chilli hangs out with the kids as they wait for the bin man to come.  She gives Bingo a little advice, while Bluey uses her recorder to scare off Mister Crow, who was pecking at their garbage.  The garbage truck comes, and they head in to get ready for school."
Recap:Episode:Bin_Night_1,Episode:Bin_Night,1,"These scenes repeat until the end of the episode, highlighting the passage of time as several small plots are advanced."
Recap:Episode:Bin_Night_2,Episode:Bin_Night,2,The episode concludes with Bluey offering to invent a trash-taking-out robot when she grows up.  Bandit declines - it seems he enjoys the opportunity to spend time with his kids.
Recap:Episode:Muffin_Cone_0,Episode:Muffin_Cone,0,"While on their way to Bluey and Bingo's, Trixie catches Muffin sucking her thumb, which she tells her to stop because it's not good for her teeth. When Muffin refuses, this leaves her with no other choice. When Bingo and Bluey greet them at the door, they see Muffin wearing the 'cone of shame'. Trixie then explains she'll take it off if she stops sucking her thumb."
Recap:Episode:Muffin_Cone_1,Episode:Muffin_Cone,1,"The girls then try to make the most of it by trying to play Sandwich Shop. However, Muffin can't see with her cone on, so she keeps bumping into stuff and mixing up stuff for something else. Seeing this is going nowhere, Bluey suggest they talk to Trixie."
Recap:Episode:Muffin_Cone_2,Episode:Muffin_Cone,2,"Speaking of which, she's in the kitchen, talking with Chilli, who offers her some tortilla chips. She declines, saying she's trying to eat healthy. But she ends up eating some anyways. The girls then come in with Bluey asking to take Muffin's cone off and insisting that Muffin won't suck her thumb. However, as soon as the cone's off and they turn their backs, Muffin's already sucking away!"
Recap:Episode:Muffin_Cone_3,Episode:Muffin_Cone,3,"Bummed out, Muffin explains she doesn't know why she does it and just does before sadly walking off before, as seen by Chilli, sulking in the garden. She then leaves to talk to Bluey and Bingo, leaving Trixie all alone with the bowl of chips. She then asks the girls if they can play any other game so Muffin can join, but they insist on playing Sandwich Shop. Bluey then asks why she can't just stop sucking her thumb. Chilli then tells them to just give her time. They walk up to Muffin and cheer her up saying they'll come up with games Muffin can play."
Recap:Episode:Muffin_Cone_4,Episode:Muffin_Cone,4,"Chilli then comes back and finds Trixie had eaten all the chips. As for the girls, the games they play all involve Muffin's cone, from pretending to wear a wedding dress, being a traffic cone, a ballerina, and a flower. Soon, Muffin and Trixie go home. Some time later, this time it's Stripe taking Muffin her cousins'... and she starts sucking her thumb. When they arrive and Muffin is found wearing the cone again, the girls cheer ""CONE OF SHAME!"", ending the episode."
Recap:Episode:Duck_Cake_0,Episode:Duck_Cake,0,"Bluey and Bingo are playing with a memory matching game, surrounded by a city made of blocks, as Chilli calls them over to the kitchen - it's Bingo's birthday soon, and they're deciding the cake! In her excitement, Bingo momentarily trips over a block. Chilli shows Bingo a great many designs she can peruse, but she takes a particular interest to the duck cake - as it makes her tail wag. However, it's rather hard to make... Chilli appoints Bandit as the cake baker while she and Bingo head out to mini-hockey (it also makes Bingo's tail wag). Oh, and they must NOT make it look like that clown cake Chilli once had. That fella was not a funny clown."
Recap:Episode:Duck_Cake_1,Episode:Duck_Cake,1,"However, Bluey has to tear down the entire city. Bluey doesn't want to clean up both sides, so Bingo will do hers when she gets back. As they exit the house, Bingo asks Chilli how animals with no tails would know if they're happy. Bandit gets to work - first, slicing the base - as Bluey pops in, wanting to lend a helping hand with the cake. She wants to help, for the fun stuff's more fun. Bluey decides to clean up the city anyway on the preface of she'll get stickers - she cleans up the monkey house, and gets a star with some frosting. Bandit cuts a bit too rough on the base, bisecting the cake - well, the duck head doesn't have to be rough."
Recap:Episode:Duck_Cake_2,Episode:Duck_Cake,2,"Bluey pops back inside to show him her progress. Nope, no progress. Bluey decides that she wants the sole star she's got, licking the frosting, and points to Bandit to clean it up. ...right. Bandit, already in another mess of his own, tries to gaod Bluey into cleaning with the promise of two dollarbucks. Monies! Indeed, she lights up, wanting a star pony, but she has to clean it up first (well except Bingo's half). As Bluey cleans away, Bandit puts the icing on the cake a bit too early as Bluey pops in once again - asking how many star ponies she could get with two dollarbucks. That's a zero, kid - they cost fifty dollarbucks. She asks him if he could give her enough for a star pony if she cleans up her area - that's a nope. Bandit sends Bluey off with the promise of letting her lick the beater. Once done, she indeed gets the beater as promised."
Recap:Episode:Duck_Cake_3,Episode:Duck_Cake,3,"Now Bandit has to attach the head - Bluey now realises why she should do jobs: free icing! As she licks the beater, Bandit is at work - he needs the precision of the task at hand! Bandit finally puts the head on the duck... this is a great success!"
Recap:Episode:Duck_Cake_4,Episode:Duck_Cake,4,The duck's head falls off.
Recap:Episode:Duck_Cake_5,Episode:Duck_Cake,5,"Utterly defeated and stressed beyond belief, Bandit slumps; seeing this, Bluey decides to clean up the mess herself, adding an idea - making the duck's neck into a head. As Bandit moves to clean up the mess, he finds it's already cleaned. Bluey tells him she cleaned it up herself, with Bandit thanking her; she soon finds her tail is wagging. Bluey leaves the room to try something - she'll clean up Bingo's side too! Soon, both Blue Heelers are at work, with the little Heeler girl cleaning hard and the big Heeler man baking hard."
Recap:Episode:Duck_Cake_6,Episode:Duck_Cake,6,"Soon, Chilli and Bingo return, and she realises Bluey has cleaned everything up - and Bluey's tail wags once again. Bingo charges in but trips over the box of blocks Bluey had to clean up earlier. In the kitchen, Bandit shows off the now-iconic duck cake, and Bingo loves it! Chilli asks Bluey if she helped make it - but Bluey is busy cleaning up the mess Bingo inadvertantly made earlier."
Recap:Episode:Handstand_0,Episode:Handstand,0,"It's Bingo's birthday party, and she is in the kitchen, Bingo tries to do a perfect handstand; naturally, handstands are hard, but she'll see it through. As she goes..."
Recap:Episode:Handstand_1,Episode:Handstand,1,"Her hands strained, Bingo takes a short rest."
Recap:Episode:Handstand_2,Episode:Handstand,2,Bingo takes a power pose and tries again.
Recap:Episode:Handstand_3,Episode:Handstand,3,Bingo tries a running start.
Recap:Episode:Handstand_4,Episode:Handstand,4,"Bingo has finally done a handstand! However, no one has seen it."
Recap:Episode:Handstand_5,Episode:Handstand,5,"Bingo asks Trixie and Buddy if they've seen it, which they respond in the negative. Bingo has successfully gotten her dad's attention."
Recap:Episode:Handstand_6,Episode:Handstand,6,The pikelets start to burn as Bandit turns to his cooking... as Bingo has successfully done another handstand.
Recap:Episode:Handstand_7,Episode:Handstand,7,"Bingo does a handstand, but Chilli has exited. Saddened, she leaves the kitchen."
Recap:Episode:Handstand_8,Episode:Handstand,8,"Nana offers help to Honey, Snickers, Stripe, Lucky, Rusty, Winton, Chilli, Bandit, Bluey, Mackenzie, and Trixie, but is rejected."
Recap:Episode:Handstand_9,Episode:Handstand,9,"Chloe sits next to the line of dominos as Bingo walks over to her and asks her to watch her handstand, though Chloe is focused on knocking down the dominoes."
Recap:Episode:Handstand_10,Episode:Handstand,10,"So, in the end, no one saw her handstand... except Nana. She's seen Bingo's handstand and attends to her."
Recap:Episode:Handstand_11,Episode:Handstand,11,"And now, the cake is ready."
Recap:Episode:Handstand_12,Episode:Handstand,12,"Nana continues to watch Bingo as the girl finally does a handstand! Chilli calls for the birthday girl, but she's not there. She is instead with her Nana, who watches her do a handstand."
Recap:Episode:Road_Trip_0,Episode:Road_Trip,0,"The Heeler Family is going on a roadtrip, but Bluey soon gets bored. Mum is sure she packed the tablets, but they've packed so many things into the car that they can't find them so the girls can play computer games. Mum tries to keep Bluey occupied with car games, while Bandit is most concerned with keeping their stops brief and staying ahead of a group of grey nomads. Eventually, however, Chilli is out of ideas, and the grey nomads get ahead of them."
Recap:Episode:Ice_Cream_0,Episode:Ice_Cream,0,"After they leave the shop and passes an ice cream cart nearby, Bluey and Bingo want ice cream, but Bandit vetoes it since his daughters had ice cream the previous day and he feels it's too much sugar for them. To his annoyance, however, Stripe buys Muffin an ice cream, feeling that she deserves one after the toy dinosaur got stuck to her ear. Bluey and Bingo want a lick of Muffin's ice cream, but she doesn't allow them any."
Recap:Episode:Ice_Cream_1,Episode:Ice_Cream,1,"As Muffin and Stripe leave, Bandit decides to buy his daughters ice cream after all, though he only allows them one scoop each. Ultimately, he also buys a cup of ice cream for himself."
Recap:Episode:Ice_Cream_2,Episode:Ice_Cream,2,"On the bench, the girls decide to give each other a lick of their ice creams. However, when Bluey sticks her tongue out, Bingo thinks that Bluey's tongue is ""out too far"". When they reach an agreement on how far Bluey's tongue should be out, they start another argument over who should lick first. They try to both lick at once, but cannot reach each other's ice creams, and keep spinning in a circle and wandering around in the sun throughout the park until the ice creams melt."
Recap:Episode:Ice_Cream_3,Episode:Ice_Cream,3,"They ask Bandit for more ice cream, but he refuses, saying that it's not his fault that they melted. While Bandit gives a life lesson to them, Bluey is dismayed, disagrees as she just wanted ice cream and not a life lesson. Eventually, he decides to give his ice cream to the girls, and they decide to share it between the three of them."
Recap:Episode:Dunny_0,Episode:Dunny,0,"The whole family is lying in Bandit and Chilli's bed, playing a guessing game.  Due to a faulty clue, Bingo's word proves impossible to guess (she thought ""Potato"" started with a ""Buh"").  Bingo gets up to go to the bathroom, but Dad knocks her down with a pillow so he can go first."
Recap:Episode:Dunny_1,Episode:Dunny,1,"Bluey asks if they can play ""Three in the Bed"" while Bandit's in the dunny.  Chilli asks the girls to say ""toilet"" instead of ""dunny.""  The girls want to know why - is it rude?  No, Chilli says, she just prefers ""toilet.""  Bingo asks if the Queen would say Dunny.  Chilli is sure that she wouldn't, so Bingo decides she won't say it either."
Recap:Episode:Dunny_2,Episode:Dunny,2,"Bluey wants to know why Chloe is allowed to say ""dunny"" and she isn't.  Chilli explains that different families have different rules, and that's fine.  At this point, Bandit climbs back into bed, announcing that the dunny's free.  To the kids amusement, they and Chilli get to explain to him that he shouldn't be saying it either."
Recap:Episode:Dunny_3,Episode:Dunny,3,"Bingo tries to leave to go to the toilet, but Bandit keeps tripping her (haven't they taught her to walk yet?). When she finally makes it off the bed, Bluey wants to know if she can say ""dun-eep.""  Yes - but Chilli explains that if you use made up words, nobody will understand you."
